score, loss
0.7219820220067223, 1.2308928894996642
0.7206745792074745, 1.2642739740014077
0.7376420058958999, 1.192148776948452
0.7411262519627382, 1.237675090432167
0.7450695345164963, 1.183547465801239
0.739532528593991, 1.2363969057798385
0.7123900077035392, 1.1978491428494453
0.7319116693594359, 1.188002794086933
0.748232488810582, 1.191796056330204
0.753161257243024, 1.1941393399238587
0.7272314043117034, 1.2127038958668708
0.7457597363614962, 1.223181825876236
0.7493783174811853, 1.1872736310958862
0.7543760554792531, 1.222790809571743
0.7269542105346264, 1.1420358474552632
0.7217659374768578, 1.131380756497383
0.7577181430897993, 1.1365220940113068
0.7436819415794358, 1.2196041218936444
0.7435794018820903, 1.1473461988568305
0.7597665795694382, 1.2096930015087128
0.7657693953438942, 1.2323236572742462
0.7576629414689539, 1.1701657557487488
0.7410798610672084, 1.1868521124124527
0.7409801527744501, 1.162105404138565
0.7623612962472099, 1.2200006219744681
0.7641995300174426, 1.1918119710683823
0.7556235678439233, 1.1628420200943947
0.7209725072731572, 1.1565712562203407
0.7476350652484208, 1.1645824000239373
0.7487344347503351, 1.209098443686962
0.754542496914765, 1.1448895359039306
0.7441747116660454, 1.1684912538528442
0.7521116027285845, 1.0986886622011662
0.7325491036233942, 1.1793290242552756
0.7323151391799378, 1.2075425684452057
0.7496842695309244, 1.2020594960451125
0.7393734571183513, 1.1375789308547974
0.7337870646861888, 1.216974340081215
0.7169800051023011, 1.1436058509349822
0.755510629746711, 1.1577590218186378
0.7636236380101508, 1.2061680054664612
0.7644213577342268, 1.1247642254829406
0.7472698144591892, 1.175486610531807
0.7478059685515922, 1.2130298492312432
0.758128003090729, 1.1787656179070474
0.759324305662417, 1.1578683550655842
0.7595470364005512, 1.1499833270907402
0.7573830189098412, 1.130742493867874
0.7203171446792873, 1.1344489401578903
0.7481385813705609, 1.0699620830267669
0.7578839143665503, 1.1265974003076553
0.7262038376143802, 1.1485221466422082
0.737760463161351, 1.120422481894493
0.7512426865214218, 1.1853170076012611
0.7364436703180717, 1.1837177681922912
0.7393025928807033, 1.0994700619578361
0.7222106113112743, 1.18458911716938
0.7572741968411161, 1.140819375514984
0.7322546731985393, 1.159364111125469
0.7694313441922555, 1.1519268247485162
0.7357204464742232, 1.2002395083010198
0.7497398074302338, 1.1856642547249794
0.7590207895812795, 1.1941809087991715
0.7653345690745492, 1.1941624596714973
0.7439725512723234, 1.1710974201187492
0.7446056236232412, 1.192274570465088
0.7513501443298674, 1.1049336144700646
0.7438241070205989, 1.2734676083922387
0.7574331417699335, 1.2664998492598534
0.7449075977537847, 1.1821746331453324
0.746357677791359, 1.2255176836252213
0.7369289839867892, 1.210795688033104
0.7359638560264835, 1.2019856292009354
0.7630552437590173, 1.273575635254383
0.7203538094465476, 1.2182432204484939
0.7636787810676181, 1.2051500046253205
0.75881819696952, 1.1550927501916886
0.7454286747757414, 1.2020567950606347
0.7410363027673775, 1.2716349306702615
0.7530892913590951, 1.2399825504422188
0.746338450352508, 1.180713383257389
0.7332405211840564, 1.0971124230325222
0.7620125518189937, 1.199040215611458
0.7596257797571564, 1.2186136773228646
0.739131475735805, 1.2083213037252427
0.7553402205944006, 1.188163077533245
0.7669619701870608, 1.2176346704363823
0.7613002438296057, 1.2308476205170154
0.726138863790641, 1.2107384279370308
0.7404607282510739, 1.2310453844070435
0.7496500761216021, 1.1165971538424493
0.7531607635476543, 1.2188732513785363
0.7231167091339715, 1.2971692010760307
0.7137545749760598, 1.2154230523109435
0.7484116823618232, 1.2732204115390777
0.7388571411948726, 1.2087409377098084
0.7444046774489603, 1.2895443169772625
0.7537100867823063, 1.2060210892558099
0.7460214242033697, 1.1736044012755156
0.7502476466049484, 1.1923627325892447
0.7662437976361476, 1.2421907287836076
0.7602348669037302, 1.267739930152893
0.7477244880028848, 1.1985808065533639
0.7427480456213319, 1.222256692647934
0.7620995216929768, 1.2406549948453902
0.7375166919263206, 1.2322912472486496
0.7581555925804161, 1.2804393270611762
0.7614487163729373, 1.1619598150253296
0.7504372840235543, 1.1873265224695206
0.7459424390207787, 1.2495149707794189
0.7519976609142951, 1.2120188039541244
0.7230731787618823, 1.200940557718277
0.754894603358316, 1.2125198531150818
0.7388876819692884, 1.2171411645412444
0.7466163815312662, 1.2289755710959434
0.7429633554453137, 1.1570983591675759
0.7403122452369186, 1.210897957086563
0.7405045999079315, 1.2119483304023744
0.7344988521734785, 1.249277816414833
0.7606052981715694, 1.2020937120914459
0.7550416242164494, 1.266970111131668
0.7542966362107911, 1.2332525855302812
0.7427058369573052, 1.170835433602333
0.7557453032941965, 1.2013505923748016
0.7681727527099116, 1.2471465873718262
0.7581600560310535, 1.2398900544643403
0.7382165010554946, 1.2355195552110672
0.7378813923239368, 1.2240978515148162
